class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-16, 3246,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-17, 3433,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-18, 2716,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-19, 2536,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-20, 1966,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-21, 1081,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-22, 1167,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-23,  846,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-24,  626,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-25,  485,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-26,  192,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-27,  187,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-28,  133,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-29,  133,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-30,   59,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-03-31,   67,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-01,   20,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-02,   70,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-03,   31,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-04,   44,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-05,   24,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-06,   39,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-07,   37,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-08,   19,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-09,   35,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-10,   24,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-11,   33,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-12,   22,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-13,   44,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-14,   27,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-15,  105,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-16,   18,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-17,   89,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-18,   82,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-19,   32,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-20,   99,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-21,   19,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-22,    2,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-23,   75,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-24,  122,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-25,   80,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-26,   33,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-27,  135,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-28,   38,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-29,    0,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-04-30,  269,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-01,   28,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-02,   77,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-03,   12,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-04,    6,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-05,   64,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-06,    0,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-07,   55,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-08,   14,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-09,  140,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-10,   15,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-11,    1,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-12,   66,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-13,    6,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-14,   36,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-15,    7,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-16,  140,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-17,   19,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-18,    2,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-19,   87,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-20,    0,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-21,   70,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-22,   24,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-23,  173,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-24,   20,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-25,    0,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-26,  128,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-27,    0,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-28,  138,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-29,   14,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-30,  150,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-05-31,   48,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-01,   17,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-02,  148,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-03,    5,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-04,   49,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-05,  131,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-06,  246,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-07,   24,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-08,    1,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-09,  208,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-10,    0,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-11,   57,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-12,   66,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-13,  235,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-14,   21,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-15,  171,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-16,  130,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-17,   37,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-18,  277,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-19,   41,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-20,  344,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-21,   12,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-22,  158,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-23,  128,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-24,  154,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-25,  139,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-26,  140,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-27,  189,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-28,  212,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-29,    6,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-06-30,  322,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-07-01,  166,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-07-02,  160,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-07-03,  207,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-07-04,  346,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-07-05,   37,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-07-06,   70,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-07-07,   88,Number,13-05-21
Economic,Travel,Daily border crossings - arrivals,Other passports,Other passports,2020-07-08,   76,Number,13-05-21
